Drug1_name,Drug1_ID,Chem_formula1,Drug2_name,drug2_Id,Chem_formula2,Severity,Interaction,Drug1_Description,Drug2_Description
Enalaprilat,DB09477,C18H24N2O5,Ixazomib,DB09570,C14H19BCl2N2O4,MINOR,1,Enalaprilat is an antihypertensive agent used for the management of hypertension when oral therapy is not practical.,Ixazomib is a proteasome inhibitor used with other medications to treat multiple myeloma in patients who have received one other therapy already.
Cyclosporine,DB00091,C62H111N11O12,Enalaprilat,DB09477,C18H24N2O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Enalaprilat is an antihypertensive agent used for the management of hypertension when oral therapy is not practical.
Stiripentol,DB09118,C14H18O3,Temsirolimus,DB06287,C56H87NO16,MAJOR,0,Stiripentol is an antiepileptic agent used in combination with other anticonvulsants to treat seizures associated with Dravet syndrome.,Temsirolimus is a antineoplastic agent used in the treatment of renal cell carcinoma (RCC) that works by inhibiting mTOR.
Stiripentol,DB09118,C14H18O3,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Stiripentol is an antiepileptic agent used in combination with other anticonvulsants to treat seizures associated with Dravet syndrome.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Sirolimus,DB00877,C51H79NO13,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Sirolimus is an mTOR inhibitor immunosuppressant used to prevent organ transplant rejections, treat lymphangioleiomyomatosis, and treat adults with perivascular epithelioid cell tumors.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Rosuvastatin,DB01098,C22H28FN3O6S,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Rosuvastatin is an HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular disease including myocardial infarction and stroke.
Temsirolimus,DB06287,C56H87NO16,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Temsirolimus is a antineoplastic agent used in the treatment of renal cell carcinoma (RCC) that works by inhibiting mTOR.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Stiripentol,DB09118,C14H18O3,Sirolimus,DB00877,C51H79NO13,MAJOR,0,Stiripentol is an antiepileptic agent used in combination with other anticonvulsants to treat seizures associated with Dravet syndrome.,"Sirolimus is an mTOR inhibitor immunosuppressant used to prevent organ transplant rejections, treat lymphangioleiomyomatosis, and treat adults with perivascular epithelioid cell tumors."
Primidone,DB00794,C12H14N2O2,Cilostazol,DB01166,C20H27N5O2,MAJOR,0,"Primidone is an antiepileptic used to treat grand mal, psychomotor, and focal epileptic seizures.",Cilostazol is an antiplatelet agent and vasodilator used for the symptomatic relief of intermittent claudication.
Primidone,DB00794,C12H14N2O2,Buspirone,DB00490,C21H31N5O2,MAJOR,0,"Primidone is an antiepileptic used to treat grand mal, psychomotor, and focal epileptic seizures.",Buspirone is an anxiolytic agent used for short-term treatment of generalized anxiety and second-line treatment of depression.
Buspirone,DB00490,C21H31N5O2,Cilostazol,DB01166,C20H27N5O2,MINOR,1,Buspirone is an anxiolytic agent used for short-term treatment of generalized anxiety and second-line treatment of depression.,Cilostazol is an antiplatelet agent and vasodilator used for the symptomatic relief of intermittent claudication.
Pentobarbital,DB00312,C11H18N2O3,Thiopental,DB00599,C11H18N2O2S,MAJOR,0,"Pentobarbital is a barbiturate drug used to induce sleep, cause sedation, and control certain types of seizures.","Thiopental is a barbiturate used to induce general anesthesia, treat convulsions, and reduce intracranial pressure."
Secobarbital,DB00418,C12H18N2O3,Pentobarbital,DB00312,C11H18N2O3,MAJOR,0,Secobarbital is a barbiturate used for the short-term treatment of insomnia.,"Pentobarbital is a barbiturate drug used to induce sleep, cause sedation, and control certain types of seizures."
Secobarbital,DB00418,C12H18N2O3,Thiopental,DB00599,C11H18N2O2S,MAJOR,0,Secobarbital is a barbiturate used for the short-term treatment of insomnia.,"Thiopental is a barbiturate used to induce general anesthesia, treat convulsions, and reduce intracranial pressure."
Cyclosporine,DB00091,C62H111N11O12,Didanosine,DB00900,C10H12N4O3,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Didanosine is a reverse transcriptase inhibitor used to treat HIV.
Didanosine,DB00900,C10H12N4O3,Colchicine,DB01394,C22H25NO6,MINOR,1,Didanosine is a reverse transcriptase inhibitor used to treat HIV.,Colchicine is an alkaloid used to treat gout and Familial Mediterranean Fever as well as prevent major cardiovascular events.
Nystatin,DB00646,C47H75NO17,Cyclosporine,DB00091,C62H111N11O12,MINOR,1,"Nystatin is a polyene ionophore antifungal used to treat cutaneous, mucocutaneous, and gastrointestinal mycotic infections, particularly those caused by Candida species.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Terbinafine,DB00857,C21H25N,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Terbinafine is an allylamine antifungal used to treat dermatophyte infections of toenails and fingernails as well as other fungal skin infections.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Terbinafine,DB00857,C21H25N,Salicylic acid,DB00936,C7H6O3,MINOR,1,Terbinafine is an allylamine antifungal used to treat dermatophyte infections of toenails and fingernails as well as other fungal skin infections.,"Salicylic acid is an acid used to treat acne, psoriasis, calluses, corns, keratosis pilaris, and warts."
Flucytosine,DB01099,C4H4FN3O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Flucytosine is an antifungal indicated only to treat severe infections throughout the body caused by susceptible strains of Candida or Cryptococcus.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Ketoconazole,DB01026,C26H28Cl2N4O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Ketoconazole is a broad spectrum antifungal used to treat seborrheic dermatitis and fungal skin infections.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Miconazole,DB01110,C18H14Cl4N2O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Miconazole is an azole antifungal with broad-spectrum activity used to treat fungal infections affecting the vagina, mouth and skin, including candidiasis.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Itraconazole,DB01167,C35H38Cl2N8O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Itraconazole is a triazole antifungal agent used to treat various fungal infections, such as blastomycosis and onychomycosis.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Itraconazole,DB01167,C35H38Cl2N8O4,Posaconazole,DB01263,C37H42F2N8O4,MAJOR,0,"Itraconazole is a triazole antifungal agent used to treat various fungal infections, such as blastomycosis and onychomycosis.",Posaconazole is a triazole antifungal drug that is used to treat invasive infections by Candida species and Aspergillus species in severely immunocompromised patients.
Posaconazole,DB01263,C37H42F2N8O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Posaconazole is a triazole antifungal drug that is used to treat invasive infections by Candida species and Aspergillus species in severely immunocompromised patients.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Trimetrexate,DB01157,C19H23N5O3,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Trimetrexate is a folate antagonist used for the treatment of moderate-to-severe Pneumocystis carinii pneumonia (PCP) in immunocompromised patients as an alternative therapy in combination with leucovorin.
Artemether,DB06697,C16H26O5,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Artemether is an antimalarial agent used in combination with lumefantrine for the treatment of acute uncomplicated malaria caused by Plasmodium falciparum.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Bifonazole,DB04794,C22H18N2,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Bifonazole is an azole antifungal drug used to treat fungal skin infections, such as dermatomycosis.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Eliglustat,DB09039,C23H36N2O4,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Eliglustat is a glucosylceramide synthase used to treat type 1 Gaucher disease in patients who are CYP2D6 extensive, intermediate, or poor metabolizers."
Etravirine,DB06414,C20H15BrN6O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Etravirine is a non-nucleoside reverse transcriptase inhibitor (NNRTI) used in the treatment of HIV-1 infections in combination with other antiretroviral agents.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nefazodone,DB01149,C25H32ClN5O2,Idelalisib,DB09054,C22H18FN7O,MAJOR,0,Nefazodone is an antidepressant used in the treatment of depression.,"Idelalisib is an antineoplastic kinase inhibitor used to treat chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed small lymphocytic lymphoma (SLL)."
Idelalisib,DB09054,C22H18FN7O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Idelalisib is an antineoplastic kinase inhibitor used to treat chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed small lymphocytic lymphoma (SLL).","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nefazodone,DB01149,C25H32ClN5O2,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Nefazodone is an antidepressant used in the treatment of depression.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nefazodone,DB01149,C25H32ClN5O2,Nevirapine,DB00238,C15H14N4O,MAJOR,0,Nefazodone is an antidepressant used in the treatment of depression.,Nevirapine is a non-nucleoside reverse transcriptase inhibitor used as part of a management regimen for HIV-1 virus infection.
Cobicistat,DB09065,C40H53N7O5S2,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Cobicistat is a CYP3A inhibitor used to increase the systemic exposure of atazanavir or darunavir in combination with other antiretroviral agents in the treatment of HIV-1 infection.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Rifabutin,DB00615,C46H62N4O11,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Rifabutin is an antibiotic used to treat mycobacterium avium complex disease in patients with HIV.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Rifapentine,DB01201,C47H64N4O12,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Rifapentine is an antibiotic agent used in the treatment of pulmonary tuberculosis.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Rifampicin,DB01045,C43H58N4O12,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Rifampin is an antibiotic used alone or in combination with other antimicrobial drugs to treat tuberculosis and asymptomatic carriers of Neisseria meningitidis.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
